learning_rate = 0.001

episode: 0, epsilon: 0.5, loss: 0, win_rate: [ 0.  0.  1.]
episode: 1078000, epsilon: 0.9, loss: 0.0572503, win_rate: [ 0.32236612  0.33319542  0.34443846]
episode: 1080000, epsilon: 0.9, loss: 0.0553883, win_rate: [ 0.32240248  0.33317469  0.34442283]
episode: 1082000, epsilon: 0.9, loss: 0.485112, win_rate: [ 0.32246088  0.33314941  0.3443897 ]
episode: 1084000, epsilon: 0.9, loss: 0.062188, win_rate: [ 0.32251723  0.33312331  0.34435946]
episode: 1086000, epsilon: 0.9, loss: 0.148255, win_rate: [ 0.32255587  0.33314242  0.34430171]
episode: 1088000, epsilon: 0.9, loss: 0.0851735, win_rate: [ 0.32265687  0.33309252  0.3442506 ]
episode: 1090000, epsilon: 0.9, loss: 0.080351, win_rate: [ 0.32273732  0.33306483  0.34419785]
episode: 1092000, epsilon: 0.9, loss: 0.0814694, win_rate: [ 0.32285135  0.33301618  0.34413247]
episode: 1094000, epsilon: 0.9, loss: 0.100962, win_rate: [ 0.32291104  0.33297959  0.34410937]
episode: 1096000, epsilon: 0.9, loss: 0.207704, win_rate: [ 0.32300609  0.33291028  0.34408363]
episode: 1098000, epsilon: 0.9, loss: 0.142077, win_rate: [ 0.32308076  0.33289041  0.34402883]
episode: 1100000, epsilon: 0.9, loss: 0.0911651, win_rate: [ 0.32314971  0.33284242  0.34400787]
episode: 1102000, epsilon: 0.9, loss: 0.128663, win_rate: [ 0.32322384  0.33281095  0.34396521]
episode: 1104000, epsilon: 0.9, loss: 0.0518107, win_rate: [ 0.32327145  0.33277234  0.34395621]
episode: 1106000, epsilon: 0.9, loss: 0.218895, win_rate: [ 0.3232809   0.33274744  0.34397166]
episode: 1108000, epsilon: 0.9, loss: 0.0427323, win_rate: [ 0.32333545  0.3326766   0.34398796]
episode: 1110000, epsilon: 0.9, loss: 0.0568478, win_rate: [ 0.3233862   0.33264925  0.34396455]
episode: 1112000, epsilon: 0.9, loss: 0.130261, win_rate: [ 0.32344216  0.33259772  0.34396012]
episode: 1114000, epsilon: 0.9, loss: 0.14201, win_rate: [ 0.3234638   0.33259485  0.34394134]
episode: 1116000, epsilon: 0.9, loss: 0.119496, win_rate: [ 0.32352749  0.33254271  0.3439298 ]
episode: 1118000, epsilon: 0.9, loss: 0.0743658, win_rate: [ 0.32355874  0.33250239  0.34393887]
episode: 1120000, epsilon: 0.9, loss: 0.0912209, win_rate: [ 0.323589    0.33248095  0.34393005]
episode: 1122000, epsilon: 0.9, loss: 0.111783, win_rate: [ 0.32361647  0.33247118  0.34391235]
episode: 1124000, epsilon: 0.9, loss: 0.09344, win_rate: [ 0.32363405  0.33247301  0.34389293]
episode: 1126000, epsilon: 0.9, loss: 0.0460583, win_rate: [ 0.32366845  0.33243043  0.34390112]
episode: 1128000, epsilon: 0.9, loss: 0.304033, win_rate: [ 0.32370805  0.33241815  0.34387381]
episode: 1130000, epsilon: 0.9, loss: 0.119355, win_rate: [ 0.32377228  0.33241564  0.34381209]
episode: 1132000, epsilon: 0.9, loss: 0.36513, win_rate: [ 0.32380978  0.33238575  0.34380447]
episode: 1134000, epsilon: 0.9, loss: 0.528388, win_rate: [ 0.32387626  0.3323692   0.34375455]
episode: 1136000, epsilon: 0.9, loss: 0.0765519, win_rate: [ 0.3239557   0.33235094  0.34369336]
episode: 1138000, epsilon: 0.9, loss: 0.234509, win_rate: [ 0.32399093  0.33236702  0.34364205]
episode: 1140000, epsilon: 0.9, loss: 0.0926188, win_rate: [ 0.32406901  0.33231638  0.34361461]
episode: 1142000, epsilon: 0.9, loss: 0.121914, win_rate: [ 0.32413982  0.3323202   0.34353998]
episode: 1144000, epsilon: 0.9, loss: 0.281578, win_rate: [ 0.32419465  0.3323109   0.34349445]
episode: 1146000, epsilon: 0.9, loss: 0.34272, win_rate: [ 0.32425277  0.33231734  0.34342989]
episode: 1148000, epsilon: 0.9, loss: 0.119814, win_rate: [ 0.32432463  0.33230198  0.34337339]
episode: 1150000, epsilon: 0.9, loss: 0.44163, win_rate: [ 0.32439972  0.33223449  0.34336579]
episode: 1152000, epsilon: 0.9, loss: 0.137115, win_rate: [ 0.32444503  0.3322202   0.34333477]
episode: 1154000, epsilon: 0.9, loss: 0.192059, win_rate: [ 0.32451532  0.33219729  0.3432874 ]
episode: 1156000, epsilon: 0.9, loss: 0.274369, win_rate: [ 0.32461823  0.33215283  0.34322894]
episode: 1158000, epsilon: 0.9, loss: 0.345975, win_rate: [ 0.32472424  0.33209816  0.3431776 ]
episode: 1160000, epsilon: 0.9, loss: 0.224558, win_rate: [ 0.3247842   0.33206523  0.34315057]
episode: 1162000, epsilon: 0.9, loss: 0.314646, win_rate: [ 0.3248276   0.33205909  0.3431133 ]
episode: 1164000, epsilon: 0.9, loss: 0.248279, win_rate: [ 0.3248889   0.33201346  0.34309764]
episode: 1166000, epsilon: 0.9, loss: 0.112562, win_rate: [ 0.32495427  0.33199714  0.34304859]
episode: 1168000, epsilon: 0.9, loss: 0.573, win_rate: [ 0.32501513  0.3319552   0.34302967]
episode: 1170000, epsilon: 0.9, loss: 0.176453, win_rate: [ 0.32504502  0.33191937  0.3430356 ]
episode: 1172000, epsilon: 0.9, loss: 0.0706293, win_rate: [ 0.32510638  0.33190501  0.34298862]
episode: 1174000, epsilon: 0.9, loss: 0.165791, win_rate: [ 0.32516838  0.33188302  0.3429486 ]
episode: 1176000, epsilon: 0.9, loss: 0.277321, win_rate: [ 0.32521656  0.33187727  0.34290617]
episode: 1178000, epsilon: 0.9, loss: 0.176294, win_rate: [ 0.32529259  0.33186305  0.34284436]
episode: 1180000, epsilon: 0.9, loss: 0.189686, win_rate: [ 0.32538532  0.33184294  0.34277174]
episode: 1182000, epsilon: 0.9, loss: 0.104302, win_rate: [ 0.32543712  0.33180683  0.34275606]
episode: 1184000, epsilon: 0.9, loss: 0.0868109, win_rate: [ 0.32547608  0.33176999  0.34275393]
episode: 1186000, epsilon: 0.9, loss: 0.0652112, win_rate: [ 0.3255402   0.33174846  0.34271135]
episode: 1188000, epsilon: 0.9, loss: 0.135256, win_rate: [ 0.32558306  0.33171437  0.34270257]
episode: 1190000, epsilon: 0.9, loss: 0.0837329, win_rate: [ 0.32564847  0.33166947  0.34268206]
episode: 1192000, epsilon: 0.9, loss: 0.227607, win_rate: [ 0.32567674  0.33164318  0.34268008]
episode: 1194000, epsilon: 0.9, loss: 0.0755312, win_rate: [ 0.32570073  0.33162368  0.34267559]
episode: 1196000, epsilon: 0.9, loss: 0.0790938, win_rate: [ 0.32573886  0.33157832  0.34268282]
episode: 1198000, epsilon: 0.9, loss: 0.0662919, win_rate: [ 0.3258211   0.33153729  0.34264162]
episode: 1200000, epsilon: 0.9, loss: 0.163289, win_rate: [ 0.32587723  0.33148306  0.34263971]
episode: 1202000, epsilon: 0.9, loss: 0.0807239, win_rate: [ 0.32588991  0.33148725  0.34262284]
episode: 1204000, epsilon: 0.9, loss: 0.0745174, win_rate: [ 0.32590421  0.3314964   0.34259938]
episode: 1206000, epsilon: 0.9, loss: 0.112053, win_rate: [ 0.32589774  0.33148812  0.34261414]
episode: 1208000, epsilon: 0.9, loss: 0.139617, win_rate: [ 0.3259095   0.33148069  0.34260982]
episode: 1210000, epsilon: 0.9, loss: 0.0172084, win_rate: [ 0.32593609  0.33147576  0.34258815]
episode: 1212000, epsilon: 0.9, loss: 0.0569144, win_rate: [ 0.32593537  0.33146837  0.34259625]
episode: 1214000, epsilon: 0.9, loss: 0.0942227, win_rate: [ 0.32594866  0.33147749  0.34257385]
episode: 1216000, epsilon: 0.9, loss: 0.0475396, win_rate: [ 0.32597424  0.33143476  0.342591  ]
episode: 1218000, epsilon: 0.9, loss: 0.079552, win_rate: [ 0.32600137  0.33143076  0.34256786]
episode: 1220000, epsilon: 0.9, loss: 0.143652, win_rate: [ 0.32602514  0.33141284  0.34256201]
episode: 1222000, epsilon: 0.9, loss: 0.0665064, win_rate: [ 0.32604229  0.33140889  0.34254882]
episode: 1224000, epsilon: 0.9, loss: 0.057487, win_rate: [ 0.32606754  0.3313543   0.34257815]
episode: 1226000, epsilon: 0.9, loss: 0.0724877, win_rate: [ 0.32607641  0.33133986  0.34258373]
episode: 1228000, epsilon: 0.9, loss: 0.121565, win_rate: [ 0.32608035  0.33132302  0.34259663]
episode: 1230000, epsilon: 0.9, loss: 0.174685, win_rate: [ 0.32608347  0.33132168  0.34259484]
episode: 1232000, epsilon: 0.9, loss: 0.107148, win_rate: [ 0.32611987  0.33129356  0.34258657]
episode: 1234000, epsilon: 0.9, loss: 0.200395, win_rate: [ 0.32615533  0.3312704   0.34257428]
episode: 1236000, epsilon: 0.9, loss: 0.389671, win_rate: [ 0.32617368  0.33123679  0.34258953]
episode: 1238000, epsilon: 0.9, loss: 0.0708498, win_rate: [ 0.3261936   0.33123398  0.34257242]
episode: 1240000, epsilon: 0.9, loss: 0.111774, win_rate: [ 0.32622635  0.33121828  0.34255537]
episode: 1242000, epsilon: 0.9, loss: 0.117341, win_rate: [ 0.32625175  0.33118411  0.34256414]
episode: 1244000, epsilon: 0.9, loss: 0.176517, win_rate: [ 0.32631405  0.33116694  0.34251902]
episode: 1246000, epsilon: 0.9, loss: 0.0704494, win_rate: [ 0.32635207  0.3311466   0.34250133]
episode: 1248000, epsilon: 0.9, loss: 0.106966, win_rate: [ 0.32633788  0.33115759  0.34250453]
episode: 1250000, epsilon: 0.9, loss: 0.176652, win_rate: [ 0.32636214  0.33115254  0.34248533]
episode: 1252000, epsilon: 0.9, loss: 0.0328003, win_rate: [ 0.32638712  0.33112194  0.34249094]
episode: 1254000, epsilon: 0.9, loss: 0.0466095, win_rate: [ 0.32644791  0.33108427  0.34246783]
episode: 1256000, epsilon: 0.9, loss: 0.0586598, win_rate: [ 0.3265085   0.33107219  0.34241931]
episode: 1258000, epsilon: 0.9, loss: 0.0606739, win_rate: [ 0.32656969  0.33106412  0.34236618]
episode: 1260000, epsilon: 0.9, loss: 0.0840457, win_rate: [ 0.32658228  0.33104021  0.34237751]
episode: 1262000, epsilon: 0.9, loss: 0.171472, win_rate: [ 0.32660196  0.33102272  0.34237532]
episode: 1264000, epsilon: 0.9, loss: 0.0829915, win_rate: [ 0.3266374   0.33101635  0.34234625]
episode: 1266000, epsilon: 0.9, loss: 0.0695489, win_rate: [ 0.32669011  0.33098236  0.34232753]
episode: 1268000, epsilon: 0.9, loss: 0.161013, win_rate: [ 0.32670085  0.3309816   0.34231755]
episode: 1270000, epsilon: 0.9, loss: 0.118508, win_rate: [ 0.3267336   0.33097297  0.34229343]
episode: 1272000, epsilon: 0.9, loss: 0.154057, win_rate: [ 0.32674424  0.33097222  0.34228354]
episode: 1274000, epsilon: 0.9, loss: 0.0649897, win_rate: [ 0.3268145  0.330955   0.3422305]
episode: 1276000, epsilon: 0.9, loss: 0.10683, win_rate: [ 0.32684771  0.33093704  0.34221525]
episode: 1278000, epsilon: 0.9, loss: 0.0455086, win_rate: [ 0.32689255  0.33091445  0.342193  ]
episode: 1280000, epsilon: 0.9, loss: 0.151251, win_rate: [ 0.32695834  0.33086849  0.34217317]
episode: 1282000, epsilon: 0.9, loss: 0.084946, win_rate: [ 0.3269857   0.33088118  0.34213312]
episode: 1284000, epsilon: 0.9, loss: 0.0567544, win_rate: [ 0.32700753  0.33088058  0.34211188]
episode: 1286000, epsilon: 0.9, loss: 0.150667, win_rate: [ 0.3270464   0.33086055  0.34209305]
episode: 1288000, epsilon: 0.9, loss: 0.0427269, win_rate: [ 0.32709835  0.33083437  0.34206728]
episode: 1290000, epsilon: 0.9, loss: 0.052844, win_rate: [ 0.32714006  0.33082455  0.34203539]
episode: 1292000, epsilon: 0.9, loss: 0.0999404, win_rate: [ 0.32715222  0.33081631  0.34203147]
episode: 1294000, epsilon: 0.9, loss: 0.100458, win_rate: [ 0.32714967  0.33085446  0.34199587]
episode: 1296000, epsilon: 0.9, loss: 0.0162908, win_rate: [ 0.32716487  0.33084851  0.34198662]
episode: 1298000, epsilon: 0.9, loss: 0.0293832, win_rate: [ 0.32720622  0.33085028  0.3419435 ]
episode: 1300000, epsilon: 0.9, loss: 0.0712604, win_rate: [ 0.32723667  0.33084667  0.34191666]
episode: 1302000, epsilon: 0.9, loss: 0.0269455, win_rate: [ 0.32723631  0.33083231  0.34193138]
episode: 1304000, epsilon: 0.9, loss: 0.0648866, win_rate: [ 0.32727352  0.33081646  0.34191001]
episode: 1306000, epsilon: 0.9, loss: 0.12663, win_rate: [ 0.32731139  0.33079454  0.34189407]
episode: 1308000, epsilon: 0.9, loss: 0.0854803, win_rate: [ 0.32735067  0.33077115  0.34187818]
episode: 1310000, epsilon: 0.9, loss: 0.0435073, win_rate: [ 0.32739212  0.33076311  0.34184478]
episode: 1312000, epsilon: 0.9, loss: 0.0570287, win_rate: [ 0.32741515  0.33074746  0.34183739]
episode: 1314000, epsilon: 0.9, loss: 0.0342732, win_rate: [ 0.32743506  0.33073567  0.34182927]
episode: 1316000, epsilon: 0.9, loss: 0.0467514, win_rate: [ 0.32744504  0.33071783  0.34183713]
episode: 1318000, epsilon: 0.9, loss: 0.0426302, win_rate: [ 0.3274694   0.33072054  0.34181006]
episode: 1320000, epsilon: 0.9, loss: 0.0279334, win_rate: [ 0.32746263  0.33071717  0.3418202 ]
episode: 1322000, epsilon: 0.9, loss: 0.0408862, win_rate: [ 0.32748084  0.33071155  0.34180761]
episode: 1324000, epsilon: 0.9, loss: 0.100278, win_rate: [ 0.32752317  0.33070292  0.34177391]
episode: 1326000, epsilon: 0.9, loss: 0.136517, win_rate: [ 0.3275533   0.33066566  0.34178104]
episode: 1328000, epsilon: 0.9, loss: 0.0484754, win_rate: [ 0.32761045  0.3306368   0.34175275]
episode: 1330000, epsilon: 0.9, loss: 0.0814314, win_rate: [ 0.32762457  0.3306193   0.34175613]
episode: 1332000, epsilon: 0.9, loss: 0.277086, win_rate: [ 0.32762813  0.33063489  0.34173698]
episode: 1334000, epsilon: 0.9, loss: 0.0892482, win_rate: [ 0.32767367  0.33061894  0.34170739]
episode: 1336000, epsilon: 0.9, loss: 0.0639606, win_rate: [ 0.3277026   0.33059332  0.34170409]
episode: 1338000, epsilon: 0.9, loss: 0.0646907, win_rate: [ 0.32772845  0.33057225  0.3416993 ]
episode: 1340000, epsilon: 0.9, loss: 0.0388254, win_rate: [ 0.32776319  0.33057289  0.34166392]
episode: 1342000, epsilon: 0.9, loss: 0.0636873, win_rate: [ 0.32778515  0.33054446  0.34167039]
episode: 1344000, epsilon: 0.9, loss: 0.0374163, win_rate: [ 0.32776389  0.33054216  0.34169394]
episode: 1346000, epsilon: 0.9, loss: 0.076964, win_rate: [ 0.32778356  0.33054062  0.34167582]
episode: 1348000, epsilon: 0.9, loss: 0.0546578, win_rate: [ 0.32776459  0.33054501  0.3416904 ]
episode: 1350000, epsilon: 0.9, loss: 0.132656, win_rate: [ 0.32776272  0.33057013  0.34166715]
episode: 1352000, epsilon: 0.9, loss: 0.0389217, win_rate: [ 0.32782002  0.33054931  0.34163066]
episode: 1354000, epsilon: 0.9, loss: 0.105668, win_rate: [ 0.32782694  0.33053373  0.34163933]
episode: 1356000, epsilon: 0.9, loss: 0.0957844, win_rate: [ 0.32783899  0.33053884  0.34162217]
episode: 1358000, epsilon: 0.9, loss: 0.0583298, win_rate: [ 0.32788636  0.33051596  0.34159769]
episode: 1360000, epsilon: 0.9, loss: 0.0839057, win_rate: [ 0.32791226  0.3305049   0.34158284]
episode: 1362000, epsilon: 0.9, loss: 0.063126, win_rate: [ 0.32793001  0.33049388  0.34157611]
episode: 1364000, epsilon: 0.9, loss: 0.151012, win_rate: [ 0.32796237  0.33048143  0.3415562 ]
episode: 1366000, epsilon: 0.9, loss: 0.1048, win_rate: [ 0.32797926  0.33047926  0.34154148]
episode: 1368000, epsilon: 0.9, loss: 0.143023, win_rate: [ 0.32801365  0.33045005  0.3415363 ]
episode: 1370000, epsilon: 0.9, loss: 0.0938775, win_rate: [ 0.32806107  0.3304472   0.34149172]
episode: 1372000, epsilon: 0.9, loss: 0.0361067, win_rate: [ 0.32806755  0.33043781  0.34149465]
episode: 1374000, epsilon: 0.9, loss: 0.1212, win_rate: [ 0.32807618  0.33044736  0.34147646]
episode: 1376000, epsilon: 0.9, loss: 0.16099, win_rate: [ 0.32810369  0.33041982  0.3414765 ]
episode: 1378000, epsilon: 0.9, loss: 0.0868403, win_rate: [ 0.32812966  0.33043009  0.34144025]
episode: 1380000, epsilon: 0.9, loss: 0.0384476, win_rate: [ 0.32812585  0.33042585  0.3414483 ]
episode: 1382000, epsilon: 0.9, loss: 0.0260155, win_rate: [ 0.32813001  0.3304303   0.3414397 ]
episode: 1384000, epsilon: 0.9, loss: 0.103647, win_rate: [ 0.32816739  0.33042317  0.34140944]
episode: 1386000, epsilon: 0.9, loss: 0.0384848, win_rate: [ 0.32820106  0.33039154  0.3414074 ]
episode: 1388000, epsilon: 0.9, loss: 0.0797451, win_rate: [ 0.32825409  0.33038161  0.34136431]
episode: 1390000, epsilon: 0.9, loss: 0.0524445, win_rate: [ 0.32826955  0.33038178  0.34134868]
episode: 1392000, epsilon: 0.9, loss: 0.105575, win_rate: [ 0.32829143  0.33035537  0.3413532 ]
episode: 1394000, epsilon: 0.9, loss: 0.0964302, win_rate: [ 0.32832258  0.33036849  0.34130894]
episode: 1396000, epsilon: 0.9, loss: 0.660192, win_rate: [ 0.32837441  0.33034933  0.34127626]
episode: 1398000, epsilon: 0.9, loss: 0.440172, win_rate: [ 0.32842108  0.33032594  0.34125297]
episode: 1400000, epsilon: 0.9, loss: 0.401245, win_rate: [ 0.32849905  0.33032405  0.3411769 ]
episode: 1402000, epsilon: 0.9, loss: 0.138815, win_rate: [ 0.32858821  0.33029292  0.34111887]
episode: 1404000, epsilon: 0.9, loss: 0.199474, win_rate: [ 0.32867569  0.33026686  0.34105745]
episode: 1406000, epsilon: 0.9, loss: 0.0616103, win_rate: [ 0.32873945  0.33026292  0.34099762]
episode: 1408000, epsilon: 0.9, loss: 0.264443, win_rate: [ 0.32879522  0.33024124  0.34096354]
episode: 1410000, epsilon: 0.9, loss: 0.220737, win_rate: [ 0.32885509  0.33022033  0.34092458]
episode: 1412000, epsilon: 0.9, loss: 0.414904, win_rate: [ 0.32892611  0.33018744  0.34088644]
episode: 1414000, epsilon: 0.9, loss: 0.133153, win_rate: [ 0.32896653  0.33016243  0.34087105]
episode: 1416000, epsilon: 0.9, loss: 0.0521375, win_rate: [ 0.32902237  0.33012406  0.34085357]
episode: 1418000, epsilon: 0.9, loss: 0.101729, win_rate: [ 0.32905195  0.3301126   0.34083544]
episode: 1420000, epsilon: 0.9, loss: 0.0727152, win_rate: [ 0.32907723  0.33011878  0.34080399]
episode: 1422000, epsilon: 0.9, loss: 0.0580982, win_rate: [ 0.32911791  0.33009892  0.34078316]
episode: 1424000, epsilon: 0.9, loss: 0.0896811, win_rate: [ 0.32909176  0.33011915  0.34078909]
episode: 1426000, epsilon: 0.9, loss: 0.0547686, win_rate: [ 0.32909935  0.33010917  0.34079149]
episode: 1428000, epsilon: 0.9, loss: 0.203545, win_rate: [ 0.32911181  0.3300873   0.34080088]
episode: 1430000, epsilon: 0.9, loss: 0.0455078, win_rate: [ 0.32914872  0.33005711  0.34079417]
episode: 1432000, epsilon: 0.9, loss: 0.0676725, win_rate: [ 0.32918622  0.33003818  0.3407756 ]
episode: 1434000, epsilon: 0.9, loss: 0.101674, win_rate: [ 0.32921386  0.33002836  0.34075778]
episode: 1436000, epsilon: 0.9, loss: 0.111394, win_rate: [ 0.32925465  0.33001509  0.34073026]
episode: 1438000, epsilon: 0.9, loss: 0.114793, win_rate: [ 0.32925707  0.33001855  0.34072438]
episode: 1440000, epsilon: 0.9, loss: 0.084687, win_rate: [ 0.32927477  0.3299956   0.34072962]
episode: 1442000, epsilon: 0.9, loss: 0.0312413, win_rate: [ 0.32928549  0.32999076  0.34072376]
episode: 1444000, epsilon: 0.9, loss: 0.0771281, win_rate: [ 0.32932595  0.32997276  0.34070129]
episode: 1446000, epsilon: 0.9, loss: 0.0480501, win_rate: [ 0.32934555  0.32996519  0.34068925]
episode: 1448000, epsilon: 0.9, loss: 0.0368343, win_rate: [ 0.32936787  0.329939    0.34069313]
episode: 1450000, epsilon: 0.9, loss: 0.0611446, win_rate: [ 0.32939908  0.32992322  0.3406777 ]
episode: 1452000, epsilon: 0.9, loss: 0.185039, win_rate: [ 0.32942746  0.32990817  0.34066437]
episode: 1454000, epsilon: 0.9, loss: 0.127926, win_rate: [ 0.32947364  0.32989936  0.340627  ]
episode: 1456000, epsilon: 0.9, loss: 0.296776, win_rate: [ 0.32949291  0.32989675  0.34061034]
episode: 1458000, epsilon: 0.9, loss: 0.23728, win_rate: [ 0.329508    0.32988592  0.34060608]
episode: 1460000, epsilon: 0.9, loss: 0.140718, win_rate: [ 0.32952238  0.32989566  0.34058196]
episode: 1462000, epsilon: 0.9, loss: 0.137101, win_rate: [ 0.32954765  0.32989581  0.34055654]
episode: 1464000, epsilon: 0.9, loss: 0.195209, win_rate: [ 0.32957901  0.32988161  0.34053938]
episode: 1466000, epsilon: 0.9, loss: 0.111786, win_rate: [ 0.32960892  0.32986403  0.34052705]
episode: 1468000, epsilon: 0.9, loss: 0.138932, win_rate: [ 0.32963057  0.32982811  0.34054132]
episode: 1470000, epsilon: 0.9, loss: 0.143663, win_rate: [ 0.32967937  0.32979773  0.3405229 ]
episode: 1472000, epsilon: 0.9, loss: 0.211779, win_rate: [ 0.32973279  0.32976676  0.34050045]
episode: 1474000, epsilon: 0.9, loss: 0.149264, win_rate: [ 0.32975419  0.3297569   0.34048891]
episode: 1476000, epsilon: 0.9, loss: 0.065541, win_rate: [ 0.3298094   0.32972403  0.34046657]
episode: 1478000, epsilon: 0.9, loss: 0.249781, win_rate: [ 0.32984281  0.32971223  0.34044497]
episode: 1480000, epsilon: 0.9, loss: 0.276795, win_rate: [ 0.3298741   0.32969707  0.34042882]
episode: 1482000, epsilon: 0.9, loss: 0.227075, win_rate: [ 0.32994512  0.32968601  0.34036887]
episode: 1484000, epsilon: 0.9, loss: 0.0795458, win_rate: [ 0.32999506  0.32964803  0.34035691]
episode: 1486000, epsilon: 0.9, loss: 0.0401089, win_rate: [ 0.33005025  0.32960543  0.34034432]
episode: 1488000, epsilon: 0.9, loss: 0.0542639, win_rate: [ 0.33009857  0.32959521  0.34030622]
episode: 1490000, epsilon: 0.9, loss: 0.141791, win_rate: [ 0.33014542  0.32958233  0.34027225]
episode: 1492000, epsilon: 0.9, loss: 0.451235, win_rate: [ 0.33016265  0.32959093  0.34024642]
episode: 1494000, epsilon: 0.9, loss: 0.0919776, win_rate: [ 0.33018987  0.32960018  0.34020995]
episode: 1496000, epsilon: 0.9, loss: 0.343012, win_rate: [ 0.33025847  0.32960072  0.34014082]
episode: 1498000, epsilon: 0.9, loss: 0.587568, win_rate: [ 0.33031153  0.32957388  0.34011459]
episode: 1500000, epsilon: 0.9, loss: 0.150008, win_rate: [ 0.33037511  0.32955045  0.34007444]
episode: 1502000, epsilon: 0.9, loss: 0.183544, win_rate: [ 0.33044785  0.32950311  0.34004904]
episode: 1504000, epsilon: 0.9, loss: 0.134447, win_rate: [ 0.33048116  0.32949513  0.34002371]
episode: 1506000, epsilon: 0.9, loss: 0.127789, win_rate: [ 0.33052302  0.32949447  0.33998251]
episode: 1508000, epsilon: 0.9, loss: 0.193506, win_rate: [ 0.3305714   0.32947127  0.33995733]
episode: 1510000, epsilon: 0.9, loss: 0.66819, win_rate: [ 0.33062892  0.32944945  0.33992163]
episode: 1512000, epsilon: 0.9, loss: 0.511293, win_rate: [ 0.33067505  0.32945018  0.33987478]
episode: 1514000, epsilon: 0.9, loss: 0.117619, win_rate: [ 0.33073558  0.3294225   0.33984192]
episode: 1516000, epsilon: 0.9, loss: 0.0548076, win_rate: [ 0.33078474  0.32941271  0.33980255]
learning_rate = 0.0001

episode: 1518000, epsilon: 0.9, loss: 0, win_rate: [ 0.39666667  0.28333333  0.32      ]
episode: 1520000, epsilon: 0.9, loss: 0.271768, win_rate: [ 0.3773913   0.31434783  0.30826087]
episode: 1522000, epsilon: 0.9, loss: 0.203776, win_rate: [ 0.3744186  0.3155814  0.31     ]
episode: 1524000, epsilon: 0.9, loss: 0.117541, win_rate: [ 0.37507937  0.3152381   0.30968254]
episode: 1526000, epsilon: 0.9, loss: 0.372409, win_rate: [ 0.37614458  0.31843373  0.30542169]
episode: 1528000, epsilon: 0.9, loss: 0.838946, win_rate: [ 0.37621359  0.31466019  0.30912621]
episode: 1530000, epsilon: 0.9, loss: 0.267074, win_rate: [ 0.37544715  0.31585366  0.30869919]
episode: 1532000, epsilon: 0.9, loss: 0.262787, win_rate: [ 0.37265734  0.31902098  0.30832168]
episode: 1534000, epsilon: 0.9, loss: 0.383413, win_rate: [ 0.37312883  0.31588957  0.3109816 ]
episode: 1536000, epsilon: 0.9, loss: 0.193851, win_rate: [ 0.37174863  0.31590164  0.31234973]
episode: 1538000, epsilon: 0.9, loss: 0.694638, win_rate: [ 0.37408867  0.31453202  0.31137931]
episode: 1540000, epsilon: 0.9, loss: 0.393239, win_rate: [ 0.37251121  0.3167713   0.31071749]
episode: 1542000, epsilon: 0.9, loss: 0.394909, win_rate: [ 0.37386831  0.31641975  0.30971193]
episode: 1544000, epsilon: 0.9, loss: 0.174821, win_rate: [ 0.37429658  0.31596958  0.30973384]
episode: 1546000, epsilon: 0.9, loss: 0.197844, win_rate: [ 0.37459364  0.31660777  0.30879859]
episode: 1548000, epsilon: 0.9, loss: 0.160928, win_rate: [ 0.37405941  0.31706271  0.30887789]
episode: 1550000, epsilon: 0.9, loss: 0.214234, win_rate: [ 0.37532508  0.31668731  0.30798762]
episode: 1552000, epsilon: 0.9, loss: 0.303717, win_rate: [ 0.37548105  0.31629738  0.30822157]
episode: 1554000, epsilon: 0.9, loss: 0.431463, win_rate: [ 0.37752066  0.31553719  0.30694215]
episode: 1556000, epsilon: 0.9, loss: 0.154005, win_rate: [ 0.37879896  0.31331593  0.30788512]
episode: 1558000, epsilon: 0.9, loss: 0.171552, win_rate: [ 0.378933    0.31344913  0.30761787]
episode: 1560000, epsilon: 0.9, loss: 0.0993965, win_rate: [ 0.37992908  0.3127896   0.30728132]
episode: 1562000, epsilon: 0.9, loss: 0.201021, win_rate: [ 0.37923251  0.3131377   0.3076298 ]
episode: 1564000, epsilon: 0.9, loss: 0.421224, win_rate: [ 0.37928726  0.3137581   0.30695464]
episode: 1566000, epsilon: 0.9, loss: 0.120805, win_rate: [ 0.37929607  0.31397516  0.30672878]
episode: 1568000, epsilon: 0.9, loss: 0.107305, win_rate: [ 0.37942346  0.31367793  0.30689861]
episode: 1570000, epsilon: 0.9, loss: 0.0587219, win_rate: [ 0.37873805  0.31418738  0.30707457]
episode: 1572000, epsilon: 0.9, loss: 0.220529, win_rate: [ 0.3779558   0.31499079  0.30705341]
episode: 1574000, epsilon: 0.9, loss: 0.242412, win_rate: [ 0.37721137  0.31516874  0.30761989]
episode: 1576000, epsilon: 0.9, loss: 0.184262, win_rate: [ 0.37636364  0.31524871  0.30838765]
episode: 1578000, epsilon: 0.9, loss: 0.0950626, win_rate: [ 0.37573798  0.31505804  0.30920398]
episode: 1580000, epsilon: 0.9, loss: 0.20343, win_rate: [ 0.37536116  0.31483146  0.30980738]
episode: 1582000, epsilon: 0.9, loss: 0.13025, win_rate: [ 0.3748056   0.31482115  0.31037325]
episode: 1584000, epsilon: 0.9, loss: 0.0490923, win_rate: [ 0.37457014  0.31485671  0.31057315]
episode: 1586000, epsilon: 0.9, loss: 0.0573395, win_rate: [ 0.37440703  0.31487555  0.31071742]
